customer_id,total_visits,total_spend_inr,avg_order_value,days_active,first_visit,last_visit,estimated_clv_inr,customer_segment,age,gender,area,is_loyalty_member
C01328,141,29658.03,210.34,1091,2022-01-02,2024-12-27,119175.3,Student Budget Diner,33,Female,Goregaon,False
C01329,138,67545.51,489.46,1081,2022-01-15,2024-12-30,202686.1,Office Lunch Customer,29,Male,Santacruz,False
C01330,148,79381.47,536.36,1093,2022-01-02,2024-12-29,170912.64,Occasional Visitor,38,Female,Kurla,False
C01331,157,31331.58,199.56,1093,2022-01-04,2024-12-31,57609.85,Student Budget Diner,18,Female,Kandivali,False
C01332,121,27994.86,231.36,1073,2022-01-16,2024-12-23,45082.83,Student Budget Diner,18,Female,Worli,False
C01333,140,30570.97,218.36,1078,2022-01-19,2024-12-31,60061.95,Student Budget Diner,18,Other,Thane,False
C01334,132,27768.42,210.37,1092,2022-01-05,2024-12-31,98271.47,Student Budget Diner,20,Male,Andheri,True
C01335,127,62846.21,494.85,1094,2022-01-01,2024-12-29,185579.93,Office Lunch Customer,25,Female,Thane,True
C01336,131,31847.48,243.11,1085,2022-01-12,2024-12-31,56130.71,Student Budget Diner,23,Male,Goregaon,False
C01337,137,85732.52,625.78,1094,2022-01-03,2024-12-31,272968.27,Late Night Delivery User,23,Male,Worli,False
C01338,152,31023.38,204.1,1092,2022-01-04,2024-12-30,81145.57,Student Budget Diner,23,Male,Goregaon,True
C01339,162,487203.13,3007.43,1086,2022-01-11,2024-12-31,2066018.05,Premium High Spender,41,Female,Dadar,True
C01340,145,28635.57,197.49,1084,2022-01-07,2024-12-25,113526.87,Student Budget Diner,18,Male,Worli,True
C01341,149,96765.25,649.43,1093,2022-01-02,2024-12-29,150021.69,Late Night Delivery User,31,Male,Borivali,False
C01342,129,238623.39,1849.79,1091,2022-01-01,2024-12-26,484643.85,Weekend Family Diner,50,Male,Borivali,False
C01343,136,246302.72,1811.05,1087,2022-01-05,2024-12-26,545778.23,Weekend Family Diner,41,Male,Thane,False
C01344,134,71180.02,531.19,1096,2022-01-01,2024-12-31,140875.41,Occasional Visitor,38,Male,Thane,True
C01345,137,268288.0,1958.31,1086,2022-01-02,2024-12-22,507611.99,Weekend Family Diner,34,Female,Andheri,False
C01346,160,75158.89,469.74,1090,2022-01-07,2024-12-31,190653.68,Office Lunch Customer,27,Male,Kurla,False
C01347,130,393979.53,3030.61,1096,2022-01-01,2024-12-31,914598.92,Premium High Spender,48,Male,Bandra,True
C01348,115,224736.59,1954.23,1096,2022-01-01,2024-12-31,559473.49,Weekend Family Diner,26,Male,Kandivali,True
C01349,152,280355.48,1844.44,1081,2022-01-14,2024-12-29,1064909.84,Weekend Family Diner,32,Male,Dadar,False
C01350,141,87730.71,622.2,1089,2022-01-04,2024-12-27,337426.69,Late Night Delivery User,22,Female,Goregaon,True
C01351,126,27095.65,215.04,1083,2022-01-06,2024-12-23,86791.62,Student Budget Diner,19,Female,Colaba,False
C01352,157,72726.55,463.23,1026,2022-02-26,2024-12-17,305836.62,Office Lunch Customer,37,Male,Kurla,False
C01353,100,180222.64,1802.23,1062,2022-01-16,2024-12-12,275503.61,Weekend Family Diner,26,Female,Worli,True
C01354,133,367270.6,2761.43,1086,2022-01-06,2024-12-26,1250122.61,Premium High Spender,41,Male,Bandra,False
C01355,144,64689.61,449.23,1045,2022-02-21,2024-12-31,246639.79,Office Lunch Customer,30,Male,Andheri,False
C01356,122,224175.27,1837.5,1086,2022-01-10,2024-12-30,557044.77,Weekend Family Diner,38,Male,Powai,False
C01357,135,67269.42,498.29,1087,2022-01-10,2024-12-31,228538.31,Occasional Visitor,43,Male,Malad,True
C01358,121,222396.3,1837.99,1066,2022-01-09,2024-12-09,415633.08,Weekend Family Diner,41,Female,Santacruz,False
C01359,144,266696.72,1852.06,1087,2022-01-06,2024-12-27,996431.27,Weekend Family Diner,37,Male,Santacruz,False
C01360,149,282727.02,1897.5,1089,2022-01-07,2024-12-30,771745.39,Weekend Family Diner,47,Male,Kurla,True
C01361,131,66287.04,506.01,1083,2022-01-01,2024-12-18,242461.55,Occasional Visitor,32,Female,Kurla,True
C01362,136,380125.43,2795.04,1084,2022-01-11,2024-12-29,947296.56,Premium High Spender,49,Female,Bandra,False
C01363,143,286837.51,2005.86,1078,2022-01-13,2024-12-25,700830.89,Weekend Family Diner,46,Female,Vile Parle,False
C01364,148,278795.34,1883.75,1089,2022-01-04,2024-12-27,455632.95,Weekend Family Diner,38,Male,Malad,True
C01365,129,250584.42,1942.51,1090,2022-01-04,2024-12-28,540784.17,Weekend Family Diner,31,Male,Santacruz,False
C01366,138,26603.31,192.78,1077,2022-01-08,2024-12-19,111726.05,Student Budget Diner,18,Female,Worli,False
C01367,134,255068.91,1903.5,1088,2022-01-07,2024-12-29,549722.13,Weekend Family Diner,34,Female,Kurla,True
C01368,138,272114.83,1971.85,1091,2022-01-06,2024-12-31,816012.96,Weekend Family Diner,30,Female,Bandra,False
C01369,148,98927.27,668.43,1029,2022-03-04,2024-12-26,236430.82,Late Night Delivery User,23,Female,Vile Parle,True
C01370,125,62295.81,498.37,1070,2022-01-25,2024-12-29,273920.85,Office Lunch Customer,41,Female,Vile Parle,False
C01371,127,237695.85,1871.62,1094,2022-01-03,2024-12-31,537740.21,Weekend Family Diner,41,Female,Juhu,True
C01372,135,392861.46,2910.08,1084,2022-01-08,2024-12-26,1557523.11,Premium High Spender,43,Female,Thane,False
C01373,147,32910.99,223.88,1082,2022-01-13,2024-12-29,57933.7,Student Budget Diner,18,Female,Borivali,True
C01374,121,24237.82,200.31,1073,2022-01-21,2024-12-28,80501.97,Student Budget Diner,28,Male,Malad,False
C01375,172,38974.99,226.6,1088,2022-01-09,2024-12-31,155448.51,Student Budget Diner,31,Female,Thane,True
C01376,142,68090.36,479.51,1086,2022-01-03,2024-12-23,165522.2,Office Lunch Customer,30,Female,Kandivali,False
C01377,138,68972.72,499.8,1090,2022-01-06,2024-12-30,110948.22,Office Lunch Customer,23,Male,Worli,True
C01378,144,28815.75,200.11,1092,2022-01-05,2024-12-31,77110.68,Student Budget Diner,21,Male,Juhu,False
C01379,160,75111.9,469.45,1093,2022-01-01,2024-12-28,146559.42,Office Lunch Customer,36,Female,Kurla,False
C01380,131,27087.52,206.77,1093,2022-01-04,2024-12-31,120914.68,Student Budget Diner,20,Female,Dadar,False
C01381,155,81459.28,525.54,1082,2022-01-15,2024-12-31,131300.32,Occasional Visitor,40,Female,Malad,False
C01382,158,33610.38,212.72,1068,2022-01-01,2024-12-03,104225.25,Student Budget Diner,20,Male,Santacruz,False
C01383,123,55636.06,452.33,1095,2022-01-02,2024-12-31,233829.56,Office Lunch Customer,24,Male,Thane,True
C01384,152,67095.39,441.42,1092,2022-01-04,2024-12-30,206778.99,Office Lunch Customer,31,Male,Andheri,False
C01385,118,23767.53,201.42,1075,2022-01-19,2024-12-28,36294.29,Student Budget Diner,27,Male,Thane,True
C01386,132,263562.45,1996.69,1090,2022-01-04,2024-12-28,650603.9,Weekend Family Diner,30,Male,Colaba,False
C01387,122,81586.97,668.75,1081,2022-01-15,2024-12-30,274966.71,Late Night Delivery User,26,Male,Dadar,False
C01388,174,106770.38,613.62,1094,2022-01-03,2024-12-31,229631.25,Late Night Delivery User,25,Male,Colaba,False
C01389,133,258190.98,1941.29,1085,2022-01-09,2024-12-28,409980.3,Weekend Family Diner,42,Male,Colaba,False
C01390,129,70000.14,542.64,1078,2022-01-08,2024-12-20,286655.43,Occasional Visitor,42,Female,Malad,False
C01391,141,29562.92,209.67,1096,2022-01-01,2024-12-31,78699.47,Student Budget Diner,28,Female,Andheri,False
C01392,147,65762.41,447.36,1071,2022-01-25,2024-12-30,130916.42,Office Lunch Customer,37,Female,Santacruz,True
C01393,131,68211.61,520.7,1085,2022-01-12,2024-12-31,215387.54,Office Lunch Customer,23,Female,Juhu,False
C01394,122,27146.5,222.51,1081,2022-01-02,2024-12-17,64620.2,Student Budget Diner,19,Male,Colaba,True
C01395,118,61955.93,525.05,1089,2022-01-03,2024-12-26,249362.55,Occasional Visitor,36,Female,Dadar,False
C01396,138,84350.34,611.23,1063,2022-01-16,2024-12-13,349776.42,Occasional Visitor,37,Male,Goregaon,False
C01397,154,74731.27,485.27,1079,2022-01-14,2024-12-27,297794.31,Office Lunch Customer,26,Male,Thane,True
C01398,134,67116.32,500.87,1057,2022-02-09,2024-12-31,175032.85,Office Lunch Customer,19,Male,Worli,False
C01399,134,27473.92,205.03,1093,2022-01-04,2024-12-31,105236.88,Student Budget Diner,18,Female,Malad,True
C01400,127,349792.71,2754.27,1093,2022-01-02,2024-12-29,905103.75,Premium High Spender,38,Female,Dadar,True
C01401,151,91637.8,606.87,1079,2022-01-16,2024-12-29,159686.37,Late Night Delivery User,20,Male,Santacruz,False
C01402,131,63587.27,485.4,1082,2022-01-15,2024-12-31,286070.44,Office Lunch Customer,22,Female,Vile Parle,False
C01403,139,84299.32,606.47,1074,2022-01-20,2024-12-28,251639.94,Late Night Delivery User,18,Female,Borivali,True
C01404,149,77671.72,521.29,1084,2022-01-04,2024-12-22,239836.03,Occasional Visitor,23,Male,Bandra,False
C01405,138,270070.28,1957.03,1074,2022-01-21,2024-12-29,676938.48,Weekend Family Diner,39,Male,Thane,False
C01406,153,68662.92,448.78,1091,2022-01-05,2024-12-30,152464.64,Office Lunch Customer,39,Male,Andheri,True
C01407,137,65407.65,477.43,1088,2022-01-07,2024-12-29,245399.44,Office Lunch Customer,43,Male,Colaba,False
C01408,153,299588.5,1958.09,1057,2022-02-08,2024-12-30,819793.22,Weekend Family Diner,31,Female,Worli,False
C01409,146,65354.11,447.63,1081,2022-01-08,2024-12-23,219244.17,Office Lunch Customer,31,Male,Colaba,False
C01410,129,245937.24,1906.49,1071,2022-01-16,2024-12-21,743415.75,Weekend Family Diner,32,Male,Andheri,True
C01411,144,268010.63,1861.18,1087,2022-01-03,2024-12-24,832871.95,Weekend Family Diner,34,Male,Vile Parle,True
C01412,127,82313.93,648.14,1088,2022-01-02,2024-12-24,135750.11,Late Night Delivery User,24,Female,Dadar,False
C01413,150,73956.51,493.04,1069,2022-01-14,2024-12-17,150376.37,Office Lunch Customer,35,Female,Santacruz,False
C01414,144,93410.16,648.68,1090,2022-01-07,2024-12-31,347829.72,Late Night Delivery User,21,Male,Borivali,True
C01415,120,25507.61,212.56,1071,2022-01-22,2024-12-27,75260.93,Student Budget Diner,21,Male,Santacruz,True
C01416,142,294875.87,2076.59,1094,2022-01-02,2024-12-30,479543.09,Weekend Family Diner,38,Male,Bandra,False
C01417,140,72242.52,516.02,1094,2022-01-01,2024-12-29,282759.34,Occasional Visitor,36,Female,Malad,True
C01418,176,97428.81,553.57,1083,2022-01-08,2024-12-25,411889.67,Occasional Visitor,34,Male,Santacruz,False
C01419,140,95726.0,683.76,1085,2022-01-03,2024-12-22,143641.45,Late Night Delivery User,30,Male,Borivali,False
C01420,135,267806.84,1983.75,1091,2022-01-05,2024-12-30,788417.63,Weekend Family Diner,35,Male,Thane,False
C01421,141,66704.7,473.08,1092,2022-01-01,2024-12-27,223313.36,Occasional Visitor,42,Male,Dadar,False
C01422,118,78245.29,663.1,1088,2022-01-09,2024-12-31,229371.44,Late Night Delivery User,26,Male,Bandra,True
C01423,129,263004.25,2038.79,1067,2022-01-17,2024-12-18,773397.93,Weekend Family Diner,35,Male,Powai,False
C01424,149,282301.72,1894.64,1068,2022-01-27,2024-12-29,630906.44,Weekend Family Diner,28,Male,Borivali,False
C01425,135,72356.38,535.97,1070,2022-01-23,2024-12-27,205572.55,Occasional Visitor,34,Male,Colaba,True
C01426,140,264779.5,1891.28,1092,2022-01-05,2024-12-31,579495.95,Weekend Family Diner,38,Male,Kurla,False
C01427,155,275298.49,1776.12,1077,2022-01-19,2024-12-30,840997.74,Weekend Family Diner,43,Other,Vile Parle,False
C01428,151,95391.11,631.73,1093,2022-01-02,2024-12-29,341253.4,Late Night Delivery User,24,Male,Thane,True
C01429,156,100499.33,644.23,1075,2022-01-20,2024-12-29,161852.72,Late Night Delivery User,18,Male,Malad,True
C01430,123,25703.19,208.97,1092,2022-01-01,2024-12-27,66228.2,Student Budget Diner,18,Male,Thane,False
C01431,137,66472.71,485.2,1089,2022-01-08,2024-12-31,217155.57,Office Lunch Customer,26,Female,Vile Parle,False
C01432,130,70885.1,545.27,1089,2022-01-08,2024-12-31,122430.73,Occasional Visitor,47,Male,Bandra,False
C01433,137,390844.25,2852.88,1075,2022-01-08,2024-12-17,1418766.63,Premium High Spender,54,Male,Powai,True
C01434,131,30066.03,229.51,1051,2022-01-27,2024-12-12,46543.44,Student Budget Diner,28,Male,Worli,False
C01435,151,99650.89,659.94,1088,2022-01-07,2024-12-29,239155.87,Late Night Delivery User,18,Male,Borivali,True
C01436,122,246023.73,2016.59,1075,2022-01-13,2024-12-22,724669.35,Weekend Family Diner,37,Female,Juhu,False
C01437,148,279361.14,1887.58,1086,2022-01-11,2024-12-31,658031.7,Weekend Family Diner,29,Male,Kandivali,False
C01438,129,267108.82,2070.61,1093,2022-01-02,2024-12-29,447585.55,Weekend Family Diner,41,Male,Worli,False
C01439,158,317780.23,2011.27,1084,2022-01-01,2024-12-19,1312962.23,Weekend Family Diner,33,Male,Thane,False
C01440,125,56518.41,452.15,1092,2022-01-03,2024-12-29,254025.34,Office Lunch Customer,37,Male,Kandivali,False
C01441,153,77464.22,506.3,1060,2022-01-25,2024-12-19,192853.27,Occasional Visitor,40,Male,Goregaon,False
C01442,152,403670.09,2655.72,1088,2022-01-07,2024-12-29,756170.19,Premium High Spender,38,Female,Thane,True
C01443,123,237175.01,1928.25,1054,2022-01-09,2024-11-27,978889.66,Weekend Family Diner,35,Female,Andheri,True
C01444,138,65053.61,471.4,1058,2022-01-25,2024-12-17,146655.32,Office Lunch Customer,26,Male,Bandra,False
C01445,130,25232.16,194.09,1083,2022-01-14,2024-12-31,52716.31,Student Budget Diner,18,Male,Malad,False
C01446,135,61407.46,454.87,1086,2022-01-11,2024-12-31,99728.21,Office Lunch Customer,31,Female,Kurla,True
C01447,142,89994.57,633.76,1062,2022-01-31,2024-12-27,178996.52,Late Night Delivery User,18,Male,Vile Parle,False
C01448,140,65719.46,469.42,1093,2022-01-01,2024-12-28,271994.15,Office Lunch Customer,38,Male,Powai,True
C01449,131,377612.67,2882.54,1060,2022-02-06,2024-12-31,811166.2,Premium High Spender,42,Male,Goregaon,False
C01450,141,59666.19,423.16,1059,2022-01-29,2024-12-22,180124.28,Office Lunch Customer,24,Male,Juhu,True
C01451,137,385723.01,2815.5,1070,2022-01-18,2024-12-22,911051.58,Premium High Spender,36,Female,Worli,True
C01452,147,33696.65,229.23,1088,2022-01-07,2024-12-29,151623.09,Student Budget Diner,18,Male,Borivali,True
C01453,139,279349.74,2009.71,1096,2022-01-01,2024-12-31,860509.8,Weekend Family Diner,39,Female,Bandra,False
C01454,116,231536.66,1996.01,1088,2022-01-09,2024-12-31,882806.03,Weekend Family Diner,38,Female,Borivali,False
C01455,125,54122.24,432.98,1091,2022-01-06,2024-12-31,170581.69,Office Lunch Customer,25,Male,Dadar,False
C01456,142,88066.52,620.19,1074,2022-01-02,2024-12-10,378670.6,Late Night Delivery User,27,Male,Andheri,False
C01457,152,96528.17,635.05,1082,2022-01-03,2024-12-19,300124.52,Late Night Delivery User,33,Female,Powai,True
C01458,160,103743.8,648.4,1080,2022-01-13,2024-12-27,308743.63,Late Night Delivery User,35,Male,Santacruz,True
C01459,143,283879.96,1985.17,1074,2022-01-21,2024-12-29,1266624.11,Weekend Family Diner,28,Male,Kandivali,False
C01460,146,279380.2,1913.56,1063,2022-01-13,2024-12-10,833570.15,Weekend Family Diner,52,Male,Andheri,True
C01461,136,263773.13,1939.51,1085,2022-01-09,2024-12-28,1036249.92,Weekend Family Diner,34,Female,Thane,True
C01462,124,227847.49,1837.48,1089,2022-01-02,2024-12-25,1019176.75,Weekend Family Diner,43,Female,Andheri,False
C01463,156,101543.23,650.92,1090,2022-01-07,2024-12-31,361315.38,Late Night Delivery User,36,Female,Malad,True
C01464,136,280589.7,2063.16,1086,2022-01-01,2024-12-21,1080747.77,Weekend Family Diner,47,Male,Santacruz,True
C01465,137,262402.31,1915.35,1083,2022-01-04,2024-12-21,548357.34,Weekend Family Diner,38,Female,Juhu,False
C01466,138,88313.57,639.95,1079,2022-01-16,2024-12-29,382556.26,Late Night Delivery User,28,Female,Thane,False
C01467,136,237501.57,1746.34,1081,2022-01-07,2024-12-22,808537.23,Weekend Family Diner,28,Male,Kandivali,True
C01468,148,31725.44,214.36,1082,2022-01-13,2024-12-29,83956.79,Student Budget Diner,18,Male,Goregaon,False
C01469,132,80243.94,607.91,1084,2022-01-07,2024-12-25,148854.47,Late Night Delivery User,33,Female,Worli,True
C01470,130,70784.47,544.5,1065,2022-01-31,2024-12-30,153258.84,Occasional Visitor,32,Female,Borivali,False
C01471,147,32586.12,221.67,1093,2022-01-04,2024-12-31,50811.73,Student Budget Diner,24,Male,Goregaon,False
C01472,132,28649.84,217.04,1082,2022-01-11,2024-12-27,105248.01,Student Budget Diner,23,Male,Worli,False
C01473,150,83595.28,557.3,1073,2022-01-24,2024-12-31,315209.3,Occasional Visitor,39,Female,Dadar,False
C01474,146,406549.33,2784.58,1096,2022-01-01,2024-12-31,1027781.99,Premium High Spender,48,Female,Santacruz,False
C01475,128,68353.73,534.01,1075,2022-01-21,2024-12-30,149510.37,Office Lunch Customer,38,Male,Thane,False
C01476,141,96703.98,685.84,1089,2022-01-07,2024-12-30,420862.6,Late Night Delivery User,35,Female,Thane,False
C01477,132,377600.71,2860.61,1094,2022-01-01,2024-12-29,1178564.85,Premium High Spender,23,Female,Powai,False
C01478,158,108127.88,684.35,1065,2022-02-01,2024-12-31,174298.58,Late Night Delivery User,32,Male,Thane,False
C01479,133,266819.72,2006.16,1091,2022-01-06,2024-12-31,817972.93,Weekend Family Diner,43,Female,Borivali,False
C01480,135,255735.62,1894.34,1086,2022-01-01,2024-12-21,1044819.78,Weekend Family Diner,41,Female,Juhu,False
C01481,135,67213.24,497.88,1083,2022-01-14,2024-12-31,204693.5,Occasional Visitor,36,Female,Dadar,True
C01482,144,68606.71,476.44,1072,2022-01-19,2024-12-25,240789.6,Office Lunch Customer,30,Female,Powai,True
C01483,142,97368.99,685.7,1096,2022-01-01,2024-12-31,374323.68,Late Night Delivery User,22,Male,Kandivali,True
C01484,141,66123.26,468.96,1084,2022-01-05,2024-12-23,206781.23,Office Lunch Customer,40,Female,Kurla,True
C01485,148,28259.67,190.94,1077,2022-01-07,2024-12-18,93174.87,Student Budget Diner,18,Male,Borivali,False
C01486,136,389725.14,2865.63,1083,2022-01-13,2024-12-30,1104923.76,Premium High Spender,41,Male,Goregaon,False
C01487,155,81734.32,527.32,1079,2022-01-17,2024-12-30,222794.76,Occasional Visitor,30,Female,Kandivali,False
C01488,156,33628.12,215.56,1088,2022-01-09,2024-12-31,100028.87,Student Budget Diner,18,Male,Juhu,False
C01489,135,26224.37,194.25,1066,2022-01-20,2024-12-20,49485.21,Student Budget Diner,27,Male,Santacruz,True
C01490,140,251597.27,1797.12,1090,2022-01-07,2024-12-31,543873.39,Weekend Family Diner,44,Male,Andheri,True
C01491,141,301474.91,2138.12,1096,2022-01-01,2024-12-31,1294685.94,Weekend Family Diner,44,Female,Worli,False
C01492,142,257657.36,1814.49,1072,2022-01-16,2024-12-22,594082.29,Weekend Family Diner,41,Male,Vile Parle,False
C01493,136,65030.84,478.17,1095,2022-01-01,2024-12-30,127416.83,Office Lunch Customer,37,Female,Vile Parle,True
C01494,141,67085.23,475.78,1084,2022-01-09,2024-12-27,161254.02,Office Lunch Customer,41,Male,Santacruz,False
C01495,149,30863.17,207.14,1088,2022-01-09,2024-12-31,120611.47,Student Budget Diner,18,Female,Dadar,False
C01496,139,252537.28,1816.81,1091,2022-01-06,2024-12-31,393186.44,Weekend Family Diner,36,Male,Colaba,True
C01497,124,24023.3,193.74,1081,2022-01-15,2024-12-30,96159.86,Student Budget Diner,26,Female,Kandivali,False
C01498,154,74327.17,482.64,1084,2022-01-07,2024-12-25,302840.57,Office Lunch Customer,25,Male,Vile Parle,False
C01499,140,32557.47,232.55,1083,2022-01-11,2024-12-28,94467.62,Student Budget Diner,20,Female,Borivali,False
C01500,143,67214.14,470.03,1088,2022-01-09,2024-12-31,104751.17,Office Lunch Customer,38,Female,Worli,False
C01501,109,70133.96,643.43,1094,2022-01-01,2024-12-29,175339.14,Late Night Delivery User,33,Male,Santacruz,False
C01502,162,75955.18,468.86,1085,2022-01-08,2024-12-27,315849.81,Office Lunch Customer,40,Male,Bandra,False
C01503,128,81028.06,633.03,1087,2022-01-09,2024-12-30,245270.14,Late Night Delivery User,18,Male,Worli,False
C01504,160,107867.11,674.17,1075,2022-01-07,2024-12-16,232186.08,Late Night Delivery User,38,Male,Goregaon,False
C01505,136,73348.12,539.32,1089,2022-01-05,2024-12-28,290412.68,Office Lunch Customer,24,Male,Worli,False
C01506,141,69309.53,491.56,1073,2022-01-15,2024-12-22,299587.65,Occasional Visitor,39,Male,Santacruz,False
C01507,130,27516.61,211.67,1086,2022-01-01,2024-12-21,55607.49,Student Budget Diner,18,Male,Kurla,False
C01508,143,28725.57,200.88,1077,2022-01-03,2024-12-14,95691.38,Student Budget Diner,18,Female,Kurla,False
C01509,120,66008.91,550.07,1089,2022-01-07,2024-12-30,187597.38,Occasional Visitor,31,Male,Malad,False
C01510,138,422326.44,3060.34,1088,2022-01-05,2024-12-27,690748.48,Premium High Spender,41,Male,Thane,False
C01511,125,78056.45,624.45,1074,2022-01-09,2024-12-17,327268.19,Late Night Delivery User,34,Male,Santacruz,False
C01512,135,278704.81,2064.48,1064,2022-02-02,2024-12-31,1061760.87,Weekend Family Diner,39,Male,Juhu,False
C01513,114,70205.82,615.84,1077,2022-01-05,2024-12-16,241159.7,Late Night Delivery User,31,Male,Thane,False
C01514,163,76597.86,469.93,1083,2022-01-14,2024-12-31,242695.82,Office Lunch Customer,31,Male,Borivali,False
C01515,139,66470.35,478.2,1087,2022-01-07,2024-12-28,122616.91,Office Lunch Customer,38,Female,Thane,False
C01516,142,70615.88,497.29,1085,2022-01-11,2024-12-30,226618.19,Office Lunch Customer,32,Male,Colaba,False
C01517,153,103671.77,677.59,1095,2022-01-02,2024-12-31,375525.15,Late Night Delivery User,18,Male,Colaba,False
C01518,147,30904.29,210.23,1091,2022-01-06,2024-12-31,95027.32,Student Budget Diner,18,Male,Borivali,False
C01519,158,316133.61,2000.85,1088,2022-01-01,2024-12-23,1129802.88,Weekend Family Diner,36,Female,Vile Parle,True
C01520,131,59014.37,450.49,1094,2022-01-03,2024-12-31,117956.12,Office Lunch Customer,31,Male,Borivali,True
C01521,130,239166.99,1839.75,1096,2022-01-01,2024-12-31,692478.37,Weekend Family Diner,28,Male,Dadar,True
C01522,135,260621.04,1930.53,1083,2022-01-14,2024-12-31,1081154.76,Weekend Family Diner,42,Female,Thane,True
C01523,139,67149.49,483.09,1080,2022-01-14,2024-12-28,122844.32,Office Lunch Customer,24,Female,Kandivali,True
C01524,152,283724.97,1866.61,1079,2022-01-15,2024-12-28,1188808.76,Weekend Family Diner,34,Male,Colaba,False
C01525,141,259646.45,1841.46,1087,2022-01-06,2024-12-27,1077898.34,Weekend Family Diner,38,Male,Santacruz,True
C01526,147,72392.73,492.47,1077,2022-01-12,2024-12-23,246486.8,Occasional Visitor,35,Female,Powai,False
C01527,134,81521.0,608.37,1080,2022-01-16,2024-12-30,252873.97,Late Night Delivery User,41,Female,Goregaon,False
C01528,159,73268.84,460.81,1070,2022-01-21,2024-12-25,180840.95,Office Lunch Customer,27,Female,Powai,False
C01529,146,284109.87,1945.96,1091,2022-01-03,2024-12-28,689073.33,Weekend Family Diner,37,Female,Kurla,True
C01530,137,27255.26,198.94,1073,2022-01-21,2024-12-28,76612.94,Student Budget Diner,18,Male,Dadar,False
C01531,148,64848.57,438.17,1096,2022-01-01,2024-12-31,151686.08,Office Lunch Customer,35,Female,Powai,False
C01532,128,67136.89,524.51,1086,2022-01-11,2024-12-31,184898.09,Occasional Visitor,47,Male,Santacruz,True
C01533,133,96050.61,722.19,1077,2022-01-20,2024-12-31,233237.84,Late Night Delivery User,18,Female,Vile Parle,False
C01534,122,68054.6,557.82,1093,2022-01-04,2024-12-31,146045.98,Occasional Visitor,32,Male,Dadar,False
C01535,136,374566.16,2754.16,1087,2022-01-04,2024-12-25,869812.43,Premium High Spender,34,Female,Bandra,False
C01536,150,69724.13,464.83,1086,2022-01-08,2024-12-28,248054.32,Office Lunch Customer,28,Female,Colaba,False
C01537,138,243463.59,1764.23,1089,2022-01-06,2024-12-29,800078.88,Weekend Family Diner,40,Female,Goregaon,False
C01538,141,30075.72,213.3,1084,2022-01-05,2024-12-23,64458.26,Student Budget Diner,27,Male,Thane,False
C01539,136,263437.01,1937.04,1052,2022-02-11,2024-12-28,646261.35,Weekend Family Diner,41,Female,Goregaon,False
C01540,158,299385.32,1894.84,1087,2022-01-10,2024-12-31,514270.09,Weekend Family Diner,43,Male,Kandivali,False
C01541,131,23868.74,182.2,1075,2022-01-22,2024-12-31,80061.08,Student Budget Diner,30,Male,Vile Parle,True
C01542,161,108149.61,671.74,1087,2022-01-04,2024-12-25,471145.69,Late Night Delivery User,28,Female,Dadar,False
C01543,155,77022.81,496.92,1093,2022-01-04,2024-12-31,338847.77,Office Lunch Customer,18,Female,Dadar,False
C01544,127,224836.42,1770.37,1083,2022-01-08,2024-12-25,894708.24,Weekend Family Diner,46,Female,Malad,True
C01545,159,75429.85,474.4,1079,2022-01-14,2024-12-27,290451.77,Office Lunch Customer,25,Male,Vile Parle,True
C01546,132,61253.3,464.04,1090,2022-01-05,2024-12-29,219310.78,Office Lunch Customer,18,Male,Santacruz,True
C01547,152,288526.18,1898.2,1095,2022-01-02,2024-12-31,758170.39,Weekend Family Diner,32,Female,Malad,True
C01548,161,90453.59,561.82,1083,2022-01-14,2024-12-31,357858.1,Occasional Visitor,36,Female,Juhu,True
C01549,148,92419.8,624.46,1093,2022-01-02,2024-12-29,330579.23,Late Night Delivery User,26,Female,Thane,True
C01550,140,95713.39,683.67,1069,2022-01-22,2024-12-25,174628.77,Late Night Delivery User,31,Female,Bandra,True
C01551,134,63021.6,470.31,1091,2022-01-06,2024-12-31,257936.12,Office Lunch Customer,35,Female,Juhu,True
C01552,146,272938.59,1869.44,1092,2022-01-02,2024-12-28,1102272.09,Weekend Family Diner,26,Male,Borivali,False
C01553,134,88758.22,662.37,1096,2022-01-01,2024-12-31,370883.39,Late Night Delivery User,18,Male,Kurla,False
C01554,117,228519.21,1953.16,1091,2022-01-02,2024-12-27,910623.23,Weekend Family Diner,39,Male,Colaba,True
C01555,152,31522.85,207.39,1067,2022-01-28,2024-12-29,101519.82,Student Budget Diner,22,Male,Santacruz,False
C01556,133,67399.9,506.77,1086,2022-01-02,2024-12-22,195411.43,Occasional Visitor,30,Female,Andheri,False
C01557,142,89158.07,627.87,1069,2022-01-06,2024-12-09,190418.49,Late Night Delivery User,30,Male,Santacruz,False
C01558,142,259339.27,1826.33,1084,2022-01-09,2024-12-27,561939.47,Weekend Family Diner,40,Male,Santacruz,True
C01559,118,77541.42,657.13,1092,2022-01-05,2024-12-31,226847.17,Late Night Delivery User,26,Male,Thane,False
C01560,158,99515.36,629.84,1090,2022-01-01,2024-12-25,202669.11,Late Night Delivery User,18,Male,Andheri,False
C01561,146,76166.51,521.69,1083,2022-01-14,2024-12-31,317590.62,Occasional Visitor,35,Female,Borivali,True
C01562,131,83470.57,637.18,1076,2022-01-10,2024-12-20,373352.8,Late Night Delivery User,28,Male,Kandivali,True
